Date,OUTPUT
2025-07-02 13:51:52,"<li style=""padding-bottom:.5em"">NJ advocates want stronger state oversight, better investigations of group homes (<a href=""https://www.northjersey.com/story/news/watchdog/2025/07/02/nj-group-homes-oversight/84429786007/"">NorthJersey.com</a>)"
2025-07-02 13:51:46,"<li style=""padding-bottom:.5em"">NJ 'mansion tax' rates increase under new bill, now are paid by property sellers (<a href=""https://www.northjersey.com/story/money/real-estate/2025/07/02/nj-mansion-tax-rates-increase-new-bill-paid-sellers/84428612007/"">NorthJersey.com</a>)"
2025-07-02 13:51:17,"<li style=""padding-bottom:.5em"">Feds warn Cranbury about efforts to seize farm for housing (<a href=""https://www.njspotlightnews.org/video/feds-warn-cranbury-about-efforts-to-seize-farm-for-housing/"">NJ Spotlight News</a>)"
2025-07-02 13:54:50,"<li style=""padding-bottom:.5em"">She wanted her N.J. town to build a park on her $5M lot. See how it turned out. (<a href=""https://www.nj.com/atlantic/2025/07/she-wanted-her-nj-town-to-build-a-park-on-her-5m-lot-see-how-it-turned-out.html?outputType=amp"">NJ.com</a>)"
,-
2025-07-03 14:10:37,"<li style=""padding-bottom:.5em"">Faropoint pays $318M for 5-state industrial portfolio (<a href=""https://njbiz.com/faropoint-industrial-portfolio-acquisition-2025/"">NJBIZ</a>)"
2025-07-03 14:14:24,"<li style=""padding-bottom:.5em"">Ocean City works to provide affordable housing. How much it has to is a question. (<a href=""https://pressofatlanticcity.com/news/local/government-politics/article_f0bd6fd7-7815-46b8-b171-86f72ddb698b.html"">Press of Atlantic City</a>)"
,-
2025-07-07 16:31:30,"<li style=""padding-bottom:.5em"">Report finds rental competition in North Jersey easing but still intense (<a href=""https://www.roi-nj.com/2025/07/07/real_estate/report-finds-rental-competition-in-north-jersey-easing-but-still-intense/"">ROI-NJ</a>)"
2025-07-07 16:31:13,"<li style=""padding-bottom:.5em"">Bergen County Historical Society launches capital campaign to build museum (<a href=""https://www.roi-nj.com/2025/07/03/lifestyle/bergen-county-historical-society-launches-capital-campaign-to-build-museum/"">ROI-NJ</a>)"
2025-07-07 16:30:17,"<li style=""padding-bottom:.5em"">CenterPoint adds 200K square feet of industrial in Avenel (<a href=""https://njbiz.com/centerpoint-industrial-acquisition-avenel-nj/"">NJBIZ</a>)"
2025-07-07 16:30:29,"<li style=""padding-bottom:.5em"">L.L. Bean sets opening date for Bridgewater store (<a href=""https://njbiz.com/ll-bean-bridgewater-store-opening-july-2025/"">NJBIZ</a>)"
2025-07-07 16:31:52,"<li style=""padding-bottom:.5em"">Maplewood library reopens after $24 million rebuild (<a href=""https://www.roi-nj.com/2025/07/07/education/maplewood-library-reopens-after-24-million-rebuild/"">ROI-NJ</a>)"
2025-07-07 16:35:24,"<li style=""padding-bottom:.5em"">NJ crisis nursery: A safe haven for children (<a href=""https://www.njspotlightnews.org/video/nj-crisis-nursery-a-safe-haven-for-children/"">NJ Spotlight News</a>)"
,-
2025-07-08 15:08:54,"<li style=""padding-bottom:.5em"">NAI Hanson says central and northern N.J. industrial vacancy rate rose in 2Q (<a href=""https://www.roi-nj.com/2025/07/08/real_estate/nai-hanson-says-central-and-northern-n-j-industrial-vacancy-rate-rose-in-2q/"">ROI-NJ</a>)"
2025-07-08 15:08:17,"<li style=""padding-bottom:.5em"">Court ruling effectively ends 4-year legal fight over utility’s compressor station (<a href=""https://www.roi-nj.com/2025/07/08/industry/energy-utilities/court-ruling-effectively-ends-4-year-legal-fight-over-utilitys-compressor-station/"">ROI-NJ</a>)"
2025-07-08 15:08:03,"<li style=""padding-bottom:.5em"">Bergen County Historical Society launches capital campaign to build museum (<a href=""https://www.roi-nj.com/2025/07/03/lifestyle/bergen-county-historical-society-launches-capital-campaign-to-build-museum/"">ROI-NJ</a>)"
2025-07-08 15:13:15,"<li style=""padding-bottom:.5em"">Long-awaited redevelopment of Newark hospital begins (<a href=""https://www.njspotlightnews.org/video/long-awaited-redevelopment-of-newark-hospital-begins/"">NJ Spotlight News</a>)"
2025-07-08 15:12:22,"<li style=""padding-bottom:.5em"">Ocean City board to hear changes to 8th Street plans (<a href=""https://pressofatlanticcity.com/news/local/business/development/article_0bb8a1fd-6a5b-4fcd-95aa-30652a89fef7.html#tracking-source=home-top-story"">Press of Atlantic City</a>)"
2025-07-08 15:11:56,"<li style=""padding-bottom:.5em"">Benjamin Cooper Tavern announces $4M renovation project to create a new American Revolution museum in Camden (<a href=""https://whyy.org/articles/benjamin-cooper-tavern-american-revolution-museum/"">WHYY</a>)"
2025-07-08 15:13:49,"<li style=""padding-bottom:.5em"">NJ Transit looks to build new maintenance facility in North Jersey (<a href=""https://www.northjersey.com/story/news/transportation/2025/07/08/nj-transit-build-new-maintenance-facility-clifton/84458968007/"">NorthJersey.com</a>)"
,-
2025-07-09 14:16:04,"<li style=""padding-bottom:.5em"">New Jersey American Water invests $1.8M in Riverside infrastructure  (<a href=""https://www.roi-nj.com/2025/07/09/industry/energy-utilities/new-jersey-american-water-invests-1-8m-in-riverside-infrastructure/"">ROI-NJ</a>)"
2025-07-09 14:16:48,"<li style=""padding-bottom:.5em"">Newark Alliance unifies key groups to boost economic development (<a href=""https://njbiz.com/newark-alliance-economic-development-merger/"">NJBIZ</a>)"
2025-07-09 14:16:23,"<li style=""padding-bottom:.5em"">Newark Alliance unites with city organizations under one unified vision (<a href=""https://www.roi-nj.com/2025/07/09/politics/newark-alliance-unites-with-city-organizations-under-one-unified-vision/"">ROI-NJ</a>)"
2025-07-09 14:23:45,"<li style=""padding-bottom:.5em"">Cape May County contracts for new operator at airport (<a href=""https://pressofatlanticcity.com/news/local/government-politics/article_1e5b3779-d38c-40bb-abf6-a5aef193273e.html"">Press of Atlantic City</a>)"
2025-07-09 14:23:05,"<li style=""padding-bottom:.5em"">Developer with controversial plan to build houses on a Pinelands tract hopes to have it preserved instead (<a href=""https://www.inquirer.com/real-estate/pinelands-development-nj-housing-kettle-run-investments-20250708.html"">The Inquirer</a>)"
,-
2025-07-14 12:16:15,"<li style=""padding-bottom:.5em"">Infamous New Jersey Route 22 turnarounds and u-turns set for closure in Phillipsburg (<a href=""https://www.tapinto.net/towns/phillipsburg/sections/government/articles/infamous-new-jersey-route-22-turnarounds-and-u-turns-set-for-closure-in-phillipsburg"">TAPinto Phillipsburg</a>)"
2025-07-14 12:07:22,"<li style=""padding-bottom:.5em"">Ashland manufacturing plant in Sayreville to close forever on July 31 (<a href=""https://www.tapinto.net/towns/raritan-bay/sections/business-and-finance/articles/ashland-manufacturing-plant-in-sayreville-to-close-forever-on-july-31"">TAPinto Raritan Bay</a>)"
2025-07-15 12:41:08,"<li style=""padding-bottom:.5em"">Mixed-use building with 331 apartments gets OK from New Brunswick Planning Board (<a href=""https://www.tapinto.net/towns/new-brunswick/sections/development/articles/mixed-use-building-with-331-apartments-gets-ok-from-new-brunswick-planning-board"">TAPinto New Brunswick</a>)"
2025-07-16 14:49:51,"<li style=""padding-bottom:.5em"">Wildwood to rebuild Boardwalk pedestrian ramp at East Rio Grande Avenue (<a href=""https://pressofatlanticcity.com/news/local/government-politics/article_62beaefb-381a-4a93-b882-bdbdb1a5d40e.html#tracking-source=home-top-story"">Press of Atlantic City</a>)"
2025-07-16 14:48:09,"<li style=""padding-bottom:.5em"">Housing advocates push for more money for NJ affordable housing fund (<a href=""https://newjerseymonitor.com/briefs/housing-advocates-push-for-more-money-for-nj-affordable-housing-fund/"">NJ Monitor</a>)"
2025-07-16 14:50:08,"<li style=""padding-bottom:.5em"">CRDA moves Bader Field development plan forward; City Council vote expected Wednesday (<a href=""https://pressofatlanticcity.com/news/local/government-politics/article_6a6c6cca-cfaa-4f29-a24c-373a54cef6c4.html"">Press of Atlantic City</a>)"
2025-07-16 14:52:51,"<li style=""padding-bottom:.5em"">Legendary N.J. raceway may soon be replaced by 600 affordable housing units (<a href=""https://www.nj.com/news/2025/07/legendary-nj-raceway-may-soon-be-replaced-by-600-affordable-housing-units.html?outputType=amp"">NJ.com</a>)"
,-
2025-07-18 16:52:17,"<li style=""padding-bottom:.5em"">State breaks ground on landmark greenway project in Newark (<a href=""https://www.tapinto.net/towns/newark/sections/development/articles/state-breaks-ground-on-landmark-greenway-project-in-newark"">TAPinto Newark</a>)"
2025-07-18 16:34:44,"<li style=""padding-bottom:.5em"">Montclair Film announces plans to reopen Montclair’s Bellevue Theatre (<a href=""  https://www.njarts.net/156457"">NJArts.net</a>)"
2025-07-21 14:07:56,"<li style=""padding-bottom:.5em"">Rook Coffee inks lease for new 11,000-square-foot HQ and brewing facility (<a href=""https://www.roi-nj.com/2025/07/18/industry/retail/rook-coffee-inks-lease-for-new-11000-square-foot-hq-and-brewing-facility/"">ROI-NJ</a>)"
2025-07-21 14:12:58,"<li style=""padding-bottom:.5em"">SAGE Investment arranges $42.95 million sale of apartment community in Independence (<a href=""https://www.roi-nj.com/2025/07/21/real_estate/sage-investment-arranges-42-95-million-sale-of-apartment-community-in-independence/"">ROI-NJ</a>)"
2025-07-21 14:17:51,"<li style=""padding-bottom:.5em"">AI data centers are using more power. Regular customers are footing the bill (<a href=""https://newjerseymonitor.com/2025/07/21/repub/ai-data-centers-are-using-more-power-regular-customers-are-footing-the-bill/"">NJ Monitor</a>)"
2025-07-21 14:20:10,"<li style=""padding-bottom:.5em"">NJ starts issuing latest property-tax relief payments (<a href=""https://www.njspotlightnews.org/2025/07/nj-sends-out-first-batch-senior-freeze-property-tax-relief-payments/"">NJ Spotlight News</a>)"
2025-07-21 14:19:51,"<li style=""padding-bottom:.5em"">EHT Planning Board to determine whether Back Bay BBQ site needs redevelopment (<a href=""https://pressofatlanticcity.com/news/local/business/development/article_c0ab4544-a837-417a-a853-f2f6a9a58160.html"">Press of Atlantic City</a>)"
2025-07-21 14:22:02,"<li style=""padding-bottom:.5em"">The Greenway: Construction begins on NJ's newest rail-to-trail park (<a href=""https://www.northjersey.com/story/news/2025/07/19/the-greenway-construction-begins-on-njs-newest-rail-to-trail-park/85258965007/"">NorthJersey.com</a>)"
2025-07-21 14:27:40,"<li style=""padding-bottom:.5em"">Developer sues to build homes on historic N.J. banquet site as town feuds over who’s to blame (<a href=""https://www.nj.com/news/2025/07/developer-sues-to-build-homes-on-historic-nj-banquet-site-as-town-feuds-over-whos-to-blame.html?outputType=amp"">NJ.com</a>)"
2025-07-21 14:27:52,"<li style=""padding-bottom:.5em"">These N.J. cities are joining a national fight against secret software driving up your rent (<a href=""https://www.nj.com/hudson/2025/07/these-nj-cities-are-joining-a-national-fight-against-secret-software-driving-up-your-rent.html?outputType=amp"">NJ.com</a>)"
,-
2025-07-23 18:22:07,"<li style=""padding-bottom:.5em"">Rook Coffee inks lease for new 11,000-square-foot HQ and brewing facility (<a href=""https://www.roi-nj.com/2025/07/18/industry/retail/rook-coffee-inks-lease-for-new-11000-square-foot-hq-and-brewing-facility/"">ROI-NJ</a>)"
2025-07-23 18:21:40,"<li style=""padding-bottom:.5em"">FIFA World Cup 2026 NYNJ Host Committee announces $3.3B economic impact (<a href=""https://www.roi-nj.com/2025/07/23/lifestyle/fifa-world-cup-2026-nynj-host-committee-announces-3-3b-economic-impact/"">ROI-NJ</a>)"
2025-07-23 18:21:00,"<li style=""padding-bottom:.5em"">As rents surge in Jersey City, mayoral candidates offer diverging plans on affordable housing (<a href=""https://jerseyvindicator.org/2025/07/22/as-rents-surge-in-jersey-city-mayoral-candidates-offer-diverging-plans-on-affordable-housing/"">Jersey Vindicator</a>)"
2025-07-23 18:28:20,"<li style=""padding-bottom:.5em"">Housing program for homeless people loses all state funding (<a href=""https://www.njspotlightnews.org/2025/07/zero-nj-state-budget-funds-for-camden-coalitions-housing-first-program/"">NJ Spotlight News</a>)"
2025-07-23 18:26:50,"<li style=""padding-bottom:.5em"">Willingboro residents worry proposed library relocation could shrink services (<a href=""https://whyy.org/articles/willingboro-township-library-relocation/"">WHYY</a>)"
2025-07-23 18:27:05,"<li style=""padding-bottom:.5em"">Renovations for chapel commemorating the first successful Jewish agricultural community in the United States nearing completion (<a href=""https://pressofatlanticcity.com/news/local/education/article_9b7d1866-f835-474e-a4e4-08de93e31c5d.html"">Press of Atlantic City</a>)"
2025-07-23 18:27:22,"<li style=""padding-bottom:.5em"">Maintenance may cause delays Thursday night on Cape bridge connecting shore towns (<a href=""https://pressofatlanticcity.com/news/local/article_8210bb3b-cf9e-4139-86f8-17329667d91f.html"">Press of Atlantic City</a>)"
2025-07-23 18:28:32,"<li style=""padding-bottom:.5em"">Route 280 single lanes to be shut this week for $12M upgrade to Passaic River bridge (<a href=""https://www.northjersey.com/story/news/2025/07/20/i-280-lane-closures-planned-for-12m-upgrade-to-passaic-river-bridge/85298579007/"">NJ Spotlight News</a>)"
,-
2025-07-28 13:05:35,"<li style=""padding-bottom:.5em"">Morristown 'hole in the ground' poised for mixed-use project (<a href=""https://morristowngreen.com/2025/07/28/morristown-hole-in-the-ground-finally-poised-for-redevelopment/"">Morristown Green</a>)"
2025-07-29 15:21:46,"<li style=""padding-bottom:.5em"">GDC announces key appointments for Hudson Tunnel Project (<a href=""https://njbiz.com/gdc-key-appointments-hudson-tunnel-project/"">NJBIZ</a>)"
2025-07-29 15:22:39,"<li style=""padding-bottom:.5em"">The Connell Company celebrates structure completion of RT500 in Berkeley Heights (<a href=""https://www.roi-nj.com/2025/07/28/real_estate/the-connell-company-celebrates-structure-completion-of-rt500-in-berkeley-heights/"">ROI-NJ</a>)"
2025-07-29 15:27:16,"<li style=""padding-bottom:.5em"">Glassboro-Camden Line closer than ever, but hurdles remain before construction can begin (<a href=""https://whyy.org/articles/glassboro-camden-rail-line-new-jersey-construction/"">WHYY</a>)"
2025-07-29 15:28:40,"<li style=""padding-bottom:.5em"">Atlantic City Housing Authority to hold emergency meeting Tuesday to authorize response to HUD takeover (<a href=""https://pressofatlanticcity.com/news/local/government-politics/article_679bd3ac-8287-44d2-b508-0cd46c84804c.html"">Press of Atlantic City</a>)"
2025-07-29 15:30:50,"<li style=""padding-bottom:.5em"">Tenant who couldn’t fly cross-country for court just won a legal victory against her N.J. landlord (<a href=""https://www.nj.com/bergen/2025/07/tenant-who-couldnt-fly-cross-country-for-court-just-won-a-legal-victory-against-her-nj-landlord.html?outputType=amp"">NJ.com</a>)"
,-
2025-07-30 02:14:56,"<li style=""padding-bottom:.5em"">Some residents of Montclair’s Union Gardens apartments displaced amid basement flooding (<a href=""https://montclairlocal.news/2025/07/some-residents-of-montclairs-union-gardens-apartments-displaced-amid-basement-flooding/"">Montclair Local</a>)"
2025-07-30 15:12:48,"<li style=""padding-bottom:.5em"">Riker Danzig completes HQ move from longtime base (<a href=""https://njbiz.com/riker-danzig-new-headquarters-giralda-farms-madison/"">NJBIZ</a> / <a href=""https://www.roi-nj.com/2025/07/30/law/riker-danzig-moves-into-new-madison-headquarters/"">ROI-NJ</a>)"
2025-07-30 15:18:14,"<li style=""padding-bottom:.5em"">Night paving starts Tuesday on county road through 3 Cape towns (<a href=""https://pressofatlanticcity.com/news/local/article_dfdee872-6b15-4b2a-9953-133885e4e64f.html"">Press of Atlantic City</a>)"
2025-07-30 15:17:34,"<li style=""padding-bottom:.5em"">Democratic candidates for Atlantic County commission calling on county to fix Ventnor bridge (<a href=""https://pressofatlanticcity.com/news/local/government-politics/article_abf6afc4-c367-43f9-b815-a0c7472eebf3.html"">Press of Atlantic City</a>)"
,-
2025-07-30 18:25:47,"<li style=""padding-bottom:.5em"">Reappointed Morristown public housing director says she'll continue oversight of private management (<a href=""https://morristowngreen.com/2025/07/30/durham-reappointed-as-director-of-the-morristown-housing-authority-vows-to-continue-watchdog-role-of-the-morristown-housing-authority/"">Morristown Green</a>)"
2025-07-31 14:20:12,"<li style=""padding-bottom:.5em"">Subdivision approvals raise questions on what's In store for Newark neighborhoods (<a href=""https://www.tapinto.net/towns/newark/sections/development/articles/subdivision-approvals-raise-questions-on-what-s-in-store-for-newark-neighborhoods"">TAPinto Newark</a>)"
2025-07-31 15:50:41,"<li style=""padding-bottom:.5em"">Atlantic City using $1.33M grant to make improvements to Dolphin Field (<a href=""https://www.roi-nj.com/2025/07/31/industry/atlantic-city-using-1-33m-grant-to-make-improvements-to-dolphin-field/"">ROI-NJ</a>)"
2025-07-31 15:50:03,"<li style=""padding-bottom:.5em"">NJEDA backs SHCCNJ Innovation Hub at NJCU for entrepreneurs (<a href=""https://njbiz.com/njeda-shccnj-innovation-hub-njcu-entrepreneurs/"">NJBIZ</a>)"
2025-07-31 15:55:30,"<li style=""padding-bottom:.5em"">Bally's bid for a New York City casino is alive again after Mayor Adams intervenes (<a href=""https://pressofatlanticcity.com/news/local/casinos/article_00cab8f4-427a-4a25-bf6d-839008989b6b.html"">Press of Atlantic City</a>)"
2025-07-31 15:58:03,"<li style=""padding-bottom:.5em"">N.J. town threatened to revoke housing for non-citizens, former employee’s lawsuit says (<a href=""https://www.nj.com/monmouth/2025/07/nj-town-threatened-to-revoke-housing-for-non-citizens-former-employees-lawsuit-says.html?outputType=amp"">NJ.com</a>)"
,-
2025-08-02 12:43:10,"<li style=""padding-bottom:.5em"">Road configuration, traffic signal upgrades proposed for Newark riverfront path connection (<a href=""https://www.tapinto.net/towns/newark/sections/development/articles/road-configuration-traffic-signal-upgrades-proposed-for-newark-riverfront-path-connection"">TAPinto Newark</a>)"
2025-08-04 13:27:42,"<li style=""padding-bottom:.5em"">Newmark arranges $322M sale of NEST to CoreWeave (<a href=""https://www.roi-nj.com/2025/08/04/real_estate/newmark-arranges-322m-sale-of-nest-to-coreweave/"">ROI-NJ</a>)"
2025-08-04 13:32:08,"<li style=""padding-bottom:.5em"">The Collingswood Diner is closing and will be replaced by a weed dispensary (<a href=""https://www.inquirer.com/food/cogllingswood-diner-closing-dispensary-20250801.html"">The Inquirer</a>)"
2025-08-04 13:32:48,"<li style=""padding-bottom:.5em"">Judge dismisses DRPA lawsuit that sought to block N.J. probe into contracts and leases (<a href=""https://www.inquirer.com/news/new-jersey/delaware-river-port-authority-lawsuit-subpoenas-20250801.html"">The Inquirer</a>)"
2025-08-04 13:36:22,"<li style=""padding-bottom:.5em"">How do you get affordable housing in New Jersey? Get in line. A very long line. (<a href=""https://www.app.com/story/money/2025/08/04/housing-affordable-nj-what-to-know-income-waitlist/84047977007/"">Asbury Park Press</a>)"
2025-08-04 13:35:51,"<li style=""padding-bottom:.5em"">From blight to big hotels: How redevelopment is reshaping some South Jersey towns (<a href=""https://pressofatlanticcity.com/news/local/government-politics/article_be46f87e-6250-41b0-928f-4c23ba6595c4.html"">Press of Atlantic City</a>)"
2025-08-04 13:39:18,"<li style=""padding-bottom:.5em"">Train service from Hoboken to LA? Rail company proposes three-day transcontinental trip (<a href=""https://www.northjersey.com/story/news/transportation/2025/08/01/train-from-nj-la-company-three-day-transcontinental-trip/85478756007/"">NorthJersey.com</a>)"
,-
2025-08-04 22:08:59,"<li style=""padding-bottom:.5em"">Residents of 87-unit Montclair apartment building displaced for over 7 days (<a href=""https://montclairlocal.news/2025/08/residents-of-87-unit-montclair-apartment-building-displaced-for-over-7-days/"">Montclair Local</a>)"
2025-08-05 13:39:57,"<li style=""padding-bottom:.5em"">LG CNS, Englewood Cliffs launch smart city partnership (<a href=""https://njbiz.com/lg-cns-englewood-cliffs-smart-city-partnership/"">NJBIZ</a>)"
2025-08-05 13:40:12,"<li style=""padding-bottom:.5em"">First residential tower tops out at The Park in Berkeley Heights (<a href=""https://njbiz.com/first-residential-tower-the-park-berkeley-heights/"">NJBIZ</a>)"
2025-08-05 13:38:41,"<li style=""padding-bottom:.5em"">Newmark arranges $322M sale of NEST to CoreWeave (<a href=""https://www.roi-nj.com/2025/08/04/real_estate/newmark-arranges-322m-sale-of-nest-to-coreweave/"">ROI-NJ</a>)"
2025-08-05 13:38:35,"<li style=""padding-bottom:.5em"">G.S. Wilcox & Co. secures $85M loan for Overlook Flats in Jersey City (<a href=""https://www.roi-nj.com/2025/08/04/real_estate/g-s-wilcox-co-secures-85m-loan-for-overlook-flats-in-jersey-city/"">ROI-NJ</a>)"
2025-08-05 13:43:43,"<li style=""padding-bottom:.5em"">The upper floors of Wildwood’s Shamrock bar were moved and rebuilt into a 10-bedroom house. It’s for sale. (<a href=""https://www.inquirer.com/real-estate/home/wildwood-shamrock-bar-for-sale-20250805.html"">The Inquirer</a>)"
2025-08-05 13:44:48,"<li style=""padding-bottom:.5em"">Ocean City to consider declaring condemned condos in need of rehabilitation (<a href=""https://pressofatlanticcity.com/news/local/government-politics/article_12b5adc6-b484-4de9-9808-97994825b79c.html"">Press of Atlantic City</a>)"
2025-08-05 13:46:21,"<li style=""padding-bottom:.5em"">This is how much apartment space you can get for $1,500 per month in North Jersey (<a href=""https://www.northjersey.com/story/money/real-estate/2025/08/05/apartments-nj-how-much-space-you-get-1500-month/85510794007/"">NorthJersey.com</a>)"
,-
2025-08-06 13:40:17,"<li style=""padding-bottom:.5em"">N.J. town threatened to revoke housing for non-citizens, former employee’s lawsuit says (<a href=""https://www.nj.com/monmouth/2025/07/nj-town-threatened-to-revoke-housing-for-non-citizens-former-employees-lawsuit-says.html?outputType=amp"">NJ.com</a>)"
2025-08-05 16:49:25,"<li style=""padding-bottom:.5em"">Illegal conversions in Newark resurface amid two-family home proposal (<a href=""https://www.tapinto.net/towns/newark/sections/north-ward/articles/illegal-conversions-in-newark-resurface-amid-two-family-home-proposal"">TAPinto Newark</a>)"
2025-08-06 13:36:37,"<li style=""padding-bottom:.5em"">The upper floors of Wildwood’s Shamrock bar were moved and rebuilt into a 10-bedroom house. It’s for sale. (<a href=""https://www.inquirer.com/real-estate/home/wildwood-shamrock-bar-for-sale-20250805.html"">The Inquirer</a>)"
,-
2025-08-07 13:54:23,"<li style=""padding-bottom:.5em"">Affordable senior housing named after late Lt. Governor OK'd with tax break (<a href=""https://www.tapinto.net/towns/newark/sections/development/articles/affordable-senior-housing-named-after-late-lt-governor-ok-d-with-tax-break"">TAPinto Newark</a>)"
2025-08-06 19:39:22,"<li style=""padding-bottom:.5em"">Montclair sees 24% increase in homelessness. Here’s what’s being done to help (<a href=""https://montclairlocal.news/2025/08/montclair-sees-24-increase-in-homelessness-heres-whats-being-done-to-help/"">Montclair Local</a>)"
2025-08-12 14:33:26,"<li style=""padding-bottom:.5em"">In Lambertville, development and housing plans spur a backlash against mayor and recall talk (<a href=""https://jerseyvindicator.org/2025/08/07/in-lambertville-development-and-housing-plans-spur-a-backlash-against-mayor-and-recall-talk/"">Jersey Vindicator</a>)"
2025-08-12 14:36:45,"<li style=""padding-bottom:.5em"">Englewood Cliffs, LG sign agreement to further partnership (<a href=""https://newjerseyglobe.com/local/englewood-cliffs-lg-sign-agreement-to-further-partnership/"">NJ Globe</a>)"
2025-08-12 14:37:00,"<li style=""padding-bottom:.5em"">Caldwell-helmed co-op faced audit over contracting, surplus practices (<a href=""https://newjerseyglobe.com/campaigns/caldwell-helmed-co-op-faced-audit-over-contracting-surplus-practices/"">NJ Globe</a>)"
2025-08-12 14:39:23,"<li style=""padding-bottom:.5em"">Bart Blatstein’s latest big thing for Atlantic City is a massive outdoor gym and club on the Boardwalk. It hasn’t opened yet. (<a href=""https://www.inquirer.com/news/new-jersey/bart-blatstein-atlantic-city-fusion-gym-20250807.html"">The Inquirer</a>)"
2025-08-12 14:40:23,"<li style=""padding-bottom:.5em"">HUD takes possession of Atlantic City Housing Authority (<a href=""https://pressofatlanticcity.com/news/local/government-politics/article_fcf0eda2-da2c-41a2-bd0f-8e2a3cf3f661.html"">Press of Atlantic City</a>)"
2025-08-12 14:41:38,"<li style=""padding-bottom:.5em"">Judge overturns Edgewater denial of big-box store at former theater site. What's next? (<a href=""https://www.northjersey.com/story/news/bergen/edgewater/2025/08/12/edgewater-nj-denial-plan-former-theater-site-overturned/85436537007/"">NorthJersey.com</a>)"
,-
2025-08-13 13:28:03,"<li style=""padding-bottom:.5em"">Roxbury council approves housing zone, blames state mandates amid resident protests (<a href=""https://www.tapinto.net/towns/roxbury/sections/government/articles/roxbury-council-approves-housing-zone-blames-state-mandates-amid-resident-protests"">TAPinto Roxbury</a>)"
2025-08-14 14:28:00,"<li style=""padding-bottom:.5em"">N.J. Sports Chiropractic, Wonder taking space at Avenue & Green in Woodbridge (<a href=""https://www.roi-nj.com/2025/08/13/lifestyle/n-j-sports-chiropractic-wonder-taking-space-at-avenue-green-in-woodbridge/"">ROI-NJ</a>)"
2025-08-14 14:34:12,"<li style=""padding-bottom:.5em"">Hotel plans eyed for ferry terminal in Lower Township (<a href=""https://pressofatlanticcity.com/news/local/government-politics/article_cf9c8d9e-a1ef-42c8-898c-d975dce23d3e.html"">Press of Atlantic City</a>)"
,-
2025-08-18 11:18:53,"<li style=""padding-bottom:.5em"">Carteret’s ferry terminal takes a big step forward (<a href=""https://www.tapinto.net/towns/woodbridge-slash-carteret/sections/redevelopment/articles/exclusive-carteret-s-ferry-terminal-takes-a-big-step-forward"">TAPinto Woodbridge/Carteret</a>)"
2025-08-15 15:32:28,"<li style=""padding-bottom:.5em"">Emergency appropriation made for Newark road paving, but project timeline remains mystery (<a href=""https://www.tapinto.net/towns/newark/sections/government/articles/emergency-appropriation-made-for-newark-road-paving-but-project-timeline-remains-mystery"">TAPinto Newark</a>)"
2025-08-14 14:58:37,"<li style=""padding-bottom:.5em"">Cold calls: some Roxbury roads getting a hotline to DPW (<a href=""https://www.tapinto.net/towns/roxbury/sections/government/articles/cold-calls-some-roxbury-roads-getting-a-hotline-to-dpw"">TAPinto Roxbury</a>)"
2025-08-14 15:00:21,"<li style=""padding-bottom:.5em"">Chatham Township finally receives safe routes to school construction approval 11 years after receiving $578,000 grant in 2014 (<a href=""https://www.tapinto.net/towns/chatham/sections/government/articles/chatham-township-finally-receives-safe-routes-to-school-construction-approval-11-years-after-receiving-578-000-grant-in-2014"">TAPinto Chatham</a>)"
2025-08-14 14:57:52,"<li style=""padding-bottom:.5em"">""Nobody's saying you can't build"": Hackensack mayor tells developer after rescinding deal (<a href=""https://www.tapinto.net/towns/hackensack/sections/business-and-finance/articles/nobody-s-saying-you-can-t-build-hackensack-mayor-tells-developer-after-rescinding-deal"">TAPinto Hackensack</a>)"
2025-08-18 13:56:22,"<li style=""padding-bottom:.5em"">NJ ANCHOR property tax relief payments start soon (<a href=""https://njbiz.com/nj-anchor-property-tax-relief-2025/"">NJBIZ</a>)"
2025-08-18 13:56:46,"<li style=""padding-bottom:.5em"">Carteret goes out to bid for 52K SF multiuse Intermodal Ferry Terminal Building (<a href=""https://www.roi-nj.com/2025/08/14/transportation/carteret-goes-out-to-bid-for-52k-sf-multiuse-intermodal-ferry-terminal-building/"">ROI-NJ</a>)"
2025-08-18 13:56:16,"<li style=""padding-bottom:.5em"">JLL secures $38M refi for 200-unit Helmetta adaptive-reuse (<a href=""https://njbiz.com/jll-helmetta-200-unit-adaptive-reuse-refi/"">NJBIZ</a>)"
2025-08-18 13:56:31,"<li style=""padding-bottom:.5em"">1 million New Jerseyans to get property-tax relief confirmation letters (<a href=""https://www.roi-nj.com/2025/08/18/politics/1-million-new-jerseyans-to-get-property-tax-relief-confirmation-letters/"">ROI-NJ</a>)"
2025-08-18 14:02:27,"<li style=""padding-bottom:.5em"">Galloway looking for carrots, sticks to deal with 'Greyhound therapy' homeless issue (<a href=""https://pressofatlanticcity.com/news/local/government-politics/article_fb88f0f1-5a28-4da3-bdcd-e687aaa39cfb.html"">Press of Atlantic City</a>)"
2025-08-18 14:03:36,"<li style=""padding-bottom:.5em"">Ocean City to vote on asking Planning Board to review Wonderland site for redevelopment (<a href=""https://pressofatlanticcity.com/news/local/government-politics/article_d1311f55-1738-4dac-b48a-a3a44939c8c9.html"">Press of Atlantic City</a>)"
